,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv1359-rdt793lv),rdt793lv.1.2,p1rlv1359.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdt2254-rdt2255),rdt2255.1.2.3,rdt2254.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0541742,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2255-rdt2256),rdt2256.1.2.3,rdt2255.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0528116,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2256-rdt2257),rdt2257.1.2.3,rdt2256.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0729763,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2257-rdt2258),rdt2258.1.2.3,rdt2257.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0819608,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1913-rdt2258),rdt1913.1.2.3,rdt2258.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0734968,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1912-rdt1913),rdt1912.1.2.3,rdt1913.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0367534,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1909-rdt1912),rdt1909.1.2.3,rdt1912.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.151912,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1908-rdt1909),rdt1908.1.2.3,rdt1909.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0545428,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1907-rdt1908),rdt1907.1.2.3,rdt1908.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0578317,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1907-rdt1915),rdt1915.1.2.3,rdt1907.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0177179,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1906-rdt1915),rdt1906.1.2.3,rdt1915.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0177288,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1906-rdt1914),rdt1914.1.2.3,rdt1906.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0354458,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1905-rdt1914),rdt1905.1.2.3,rdt1914.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0167902,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1879-rdt1905),rdt1879.1.2.3,rdt1905.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.152358,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1879-rdt1916),rdt1916.1.2.3,rdt1879.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.383625,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1916-rdt1917),rdt1917.1.2.3,rdt1916.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.437811,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1917-rdt1919),rdt1917-rdt1919x.1.2.3,rdt1917.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.54664,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1919-rdt1920),rdt1920.1.2.3,rdt1919.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0399618,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1920-rdt1922),rdt1922.1.2.3,rdt1920.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0999155,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1922-rdt1923),rdt1923.1.2.3,rdt1922.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.019979,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1923-rdt1924),rdt1924.1.2.3,rdt1923.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0799328,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1547-rdt1924),rdt1547.1.2.3,rdt1924.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.152144,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1547-rdt1938),rdt1938.1.2.3,rdt1547.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.13223,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2250-rdt2251),rdt2250-rdt2251xx.1.2.3,rdt2250-rdt2251x.1.2.3,3p_ug_al_3,0.049077,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt2251-rdt2499),rdt2499.1.2.3,rdt2251.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.181618,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2498-rdt2499),rdt2498.1.2.3,rdt2499.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0990379,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2498-rdt2500),rdt2500.1.2.3,rdt2498.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0735227,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2500-rdt2502),rdt2502.1.2.3,rdt2500.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.270052,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2502-rdt2505),rdt2505.1.2.3,rdt2502.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.299613,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2505-rdt2506),rdt2506.1.2.3,rdt2505.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0854231,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2265-rdt2506),rdt2265.1.2.3,rdt2506.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.639993,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2264-rdt2265),rdt2264.1.2.3,rdt2265.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0244103,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2263-rdt2264),rdt2263.1.2.3,rdt2264.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.374967,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1945-rdt2263),rdt1945-rdt2263x.1.2.3,rdt1945-rdt2263xx.1.2.3,3p_ug_al_3,0.214366,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1944-rdt1945),rdt1944.1.2.3,rdt1945.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.201987,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1943-rdt1944),rdt1943.1.2.3,rdt1944.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.137629,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1942-rdt1943),rdt1942.1.2.3,rdt1943.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0760675,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1941-rdt1942),rdt1941.1.2.3,rdt1942.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.150855,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1939-rdt1941),rdt1939.1.2.3,rdt1941.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0752211,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1939-rdt1940),rdt1940.1.2.3,rdt1939.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0187931,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1938-rdt1940),rdt1938.1.2.3,rdt1940.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0722681,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1543-rdt1544),rdt1544.1.2.3,rdt1543.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0786932,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1542-rdt1544),rdt1542.1.2.3,rdt1544.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0987932,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1541-rdt1542),rdt1541.1.2.3,rdt1542.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0395147,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1538-rdt1541),rdt1538.1.2.3,rdt1541.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.559579,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1532-rdt1538),rdt1532.1.2.3,rdt1538.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.236051,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1532-rdt1533),rdt1533.1.2.3,rdt1532.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0585173,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1531-rdt1533),rdt1531.1.2.3,rdt1533.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.28141,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1528-rdt1531),rdt1528.1.2.3,rdt1531.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.214731,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1526-rdt1528),rdt1526.1.2.3,rdt1528.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0645199,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1526-rdt1527),rdt1527.1.2.3,rdt1526.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0283811,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1527-rhs0_1247),rdt1527-rhs0_1247x.1.2.3,rdt1527.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0361072,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
