,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt7lv-p2ulv8),p2udt7lv.1.2,p2ulv8.1.2,1P_UG_AL_1/0_Brenau_2,0.0151435,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12157-p2udt1850)p2u_59780,p2udt12157.1.2.3,p2udt12157-p2udt1850x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12157-p2udt1850)p2u_59781,p2udt12157-p2udt1850xx.1.2.3,p2udt1850.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12157-p2udt12161)p2u_59814,p2udt12161.1.2.3,p2udt12157-p2udt12161xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12157-p2udt12161)p2u_59815,p2udt12157-p2udt12161x.1.2.3,p2udt12157.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12160-p2udt12161)p2u_59816,p2udt12160.1.2.3,p2udt12160-p2udt12161x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12160-p2udt12161)p2u_59817,p2udt12160-p2udt12161xx.1.2.3,p2udt12161.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5527-p2udt5528)p2u_59818,p2udt5528.1.2.3,p2udt5527-p2udt5528xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5527-p2udt5528)p2u_59819,p2udt5527-p2udt5528x.1.2.3,p2udt5527.1.2.3,padswitch_3_17,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5528-p2udt5532)p2u_59820,p2udt5532.1.2.3,p2udt5528-p2udt5532xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5528-p2udt5532)p2u_59821,p2udt5528-p2udt5532x.1.2.3,p2udt5528.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5532-p2udt6582)p2u_59822,p2udt6582.1.2.3,p2udt5532-p2udt6582xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5532-p2udt6582)p2u_59823,p2udt5532-p2udt6582x.1.2.3,p2udt5532.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6566-p2udt6582)p2u_59832,p2udt6566.1.2.3,p2udt6566-p2udt6582x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6566-p2udt6582)p2u_59833,p2udt6566-p2udt6582xx.1.2.3,p2udt6582.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6566-p2udt6567)p2u_59834,p2udt6567.1.2.3,p2udt6566-p2udt6567xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6566-p2udt6567)p2u_59835,p2udt6566-p2udt6567x.1.2.3,p2udt6566.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6567-p2udt6568)p2u_59836,p2udt6568.1.2.3,p2udt6567-p2udt6568xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6567-p2udt6568)p2u_59837,p2udt6567-p2udt6568x.1.2.3,p2udt6567.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt3693-p2udt6568)p2u_59850,p2udt3693.1.2.3,p2udt3693-p2udt6568x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt3693-p2udt6568)p2u_59851,p2udt3693-p2udt6568xx.1.2.3,p2udt6568.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt3693-p2udt6559)p2u_59852,p2udt6559.1.2.3,p2udt3693-p2udt6559xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt3693-p2udt6559)p2u_59853,p2udt3693-p2udt6559x.1.2.3,p2udt3693.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6559-p2udt6560)p2u_59854,p2udt6560.1.2.3,p2udt6559-p2udt6560xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6559-p2udt6560)p2u_59855,p2udt6559-p2udt6560x.1.2.3,p2udt6559.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1243-p2udt8145)p2u_59928,p2udt8145.1.2.3,p2udt1243-p2udt8145xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1243-p2udt8145)p2u_59929,p2udt1243-p2udt8145x.1.2.3,p2udt1243.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2649-p2udt8145)p2u_59930,p2udt2649.1.2.3,p2udt2649-p2udt8145x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2649-p2udt8145)p2u_59931,p2udt2649-p2udt8145xx.1.2.3,p2udt8145.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2649-p2udt6220)p2u_59932,p2udt6220.1.2.3,p2udt2649-p2udt6220xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2649-p2udt6220)p2u_59933,p2udt2649-p2udt6220x.1.2.3,p2udt2649.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6377-p2udt6378)p2u_59964,p2udt6378.1.2.3,p2udt6377-p2udt6378xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6377-p2udt6378)p2u_59965,p2udt6377-p2udt6378x.1.2.3,p2udt6377.1.2.3,padswitch_3_18,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4616-p2udt6378)p2u_59966,p2udt4616.1.2.3,p2udt4616-p2udt6378x.1.2.3,padswitch_3_18,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4616-p2udt6378)p2u_59967,p2udt4616-p2udt6378xx.1.2.3,p2udt6378.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12139-p2udt4616)p2u_59968,p2udt12139.1.2.3,p2udt12139-p2udt4616x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12139-p2udt4616)p2u_59969,p2udt12139-p2udt4616xx.1.2.3,p2udt4616.1.2.3,padswitch_3_18,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12139-p2udt6220)p2u_59970,p2udt6220.1.2.3,p2udt12139-p2udt6220xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12139-p2udt6220)p2u_59971,p2udt12139-p2udt6220x.1.2.3,p2udt12139.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6220-p2udt6221)p2u_59972,p2udt6221.1.2.3,p2udt6220-p2udt6221xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6220-p2udt6221)p2u_59973,p2udt6220-p2udt6221x.1.2.3,p2udt6220.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6221-p2udt6222)p2u_59974,p2udt6222.1.2.3,p2udt6221-p2udt6222xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6221-p2udt6222)p2u_59975,p2udt6221-p2udt6222x.1.2.3,p2udt6221.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6222-p2udt6223)p2u_59976,p2udt6223.1.2.3,p2udt6222-p2udt6223xx.1.2.3,padswitch_3_4,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6222-p2udt6223)p2u_59977,p2udt6222-p2udt6223x.1.2.3,p2udt6222.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6223-p2udt6224)p2u_59978,p2udt6224.1.2.3,p2udt6223-p2udt6224xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6223-p2udt6224)p2u_59979,p2udt6223-p2udt6224x.1.2.3,p2udt6223.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6224-p2udt6225)p2u_59982,p2udt6225.1.2.3,p2udt6224-p2udt6225xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6224-p2udt6225)p2u_59983,p2udt6224-p2udt6225x.1.2.3,p2udt6224.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6225-p2udt6226)p2u_59984,p2udt6226.1.2.3,p2udt6225-p2udt6226xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6225-p2udt6226)p2u_59985,p2udt6225-p2udt6226x.1.2.3,p2udt6225.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6226-p2udt6227)p2u_59986,p2udt6227.1.2.3,p2udt6226-p2udt6227xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6226-p2udt6227)p2u_59987,p2udt6226-p2udt6227x.1.2.3,p2udt6226.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6227-p2udt6228)p2u_59988,p2udt6228.1.2.3,p2udt6227-p2udt6228xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6227-p2udt6228)p2u_59989,p2udt6227-p2udt6228x.1.2.3,p2udt6227.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12062-p2udt1609)p2u_60008,p2udt1609.1.2.3,p2udt12062-p2udt1609xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12062-p2udt1609)p2u_60009,p2udt12062-p2udt1609x.1.2.3,p2udt12062.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1609-p2udt1818)p2u_60010,p2udt1818.1.2.3,p2udt1609-p2udt1818xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1609-p2udt1818)p2u_60011,p2udt1609-p2udt1818x.1.2.3,p2udt1609.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1282-p2udt1818)p2u_60012,p2udt1282.1.2.3,p2udt1282-p2udt1818x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1282-p2udt1818)p2u_60013,p2udt1282-p2udt1818xx.1.2.3,p2udt1818.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12142-p2udt1282)p2u_60014,p2udt12142.1.2.3,p2udt12142-p2udt1282x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12142-p2udt1282)p2u_60015,p2udt12142-p2udt1282xx.1.2.3,p2udt1282.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
